 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_Mut2_6_GC.tif:growth cone:1,5.272,61.873,29.751,23,12,181,326.198,62,6311.000
2,MAX_ERGIC53_Mut2_6_GC.tif:growth cone background:1,5.272,19.069,8.147,12,6,40,100.531,19,1945.000
