 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SLC38A1_GFP_5_GC.tif:growth cone:1,17.522,28.059,14.057,27,6,82,491.648,26,9512
2,MAX_SLC38A1_GFP_5_GC.tif:growth cone background:1,17.522,15.448,11.479,9,5,75,270.686,12,5237
