 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SURF4_GFP_3_GC.tif:growth cone:1,4.548,13.875,8.373,6,5,34,63.110,12,1221
2,MAX_SURF4_GFP_3_GC.tif:growth cone background:1,4.548,3.420,0.541,3,3,5,15.558,3,301
