 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_WT_1_GC.tif:growth cone:1,2.791,11.889,6.221,11,5,46,33.183,11,642
2,MAX_ERGIC53_WT_1_GC.tif:growth cone background:1,2.791,6.389,2.483,5,3,14,17.832,6,345
