 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_Mut2_2_GC.tif:growth cone:1,2.429,22.957,11.516,12,7,47,55.770,21,1079
2,MAX_ERGIC53_Mut2_2_GC.tif:growth cone background:1,2.429,8.021,3.075,5,4,21,19.486,7,377
