 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SURF4_WT_4_soma.tif:cell body:1,100.790,15.794,5.655,11.000,4.000,35.000,0.000,0.000,1591.861,15.000,30798.000,0,0.000
2,MAX_SURF4_WT_4_soma.tif:nucleus:1,31.477,12.695,2.816,11.000,7.000,23.000,0.000,0.000,399.593,12.000,7731.000,0,0.000
3,MAX_SURF4_WT_4_soma.tif:cytoplasm:1,69.312,17.201,6.046,17.000,4.000,35.000,0.000,0.000,1192.267,17.000,23067.000,0,0.000
4,MAX_SURF4_WT_4_soma.tif:dendrite 1:1,6.771,7.985,2.952,4.018,3.324,15.576,0.000,0.000,54.066,7.491,1046.033,0,29.768
5,MAX_SURF4_WT_4_soma.tif:dendrite 1 background:1,6.771,3.053,0.155,3.002,3.000,3.984,0.000,0.000,20.670,3.000,399.904,0,29.768
6,MAX_SURF4_WT_4_soma.tif:dendrite 2:1,9.200,9.193,1.668,10.011,5.934,15.921,0.000,0.000,84.580,9.248,1636.380,0,40.460
7,MAX_SURF4_WT_4_soma.tif:dendrite 2 background:1,9.200,3.369,0.812,3.012,3.000,9.000,0.000,0.000,30.997,3.000,599.702,0,40.460
8,MAX_SURF4_WT_4_soma.tif:dendrite 3:1,0.000,7.000,0.000,7.000,7.000,7.000,16.824,50.926,0.362,7.000,7.000,3,0.000
9,MAX_SURF4_WT_4_soma.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,19.097,53.199,0.207,4.000,4.000,3,0.000
10,MAX_SURF4_WT_4_soma.tif:AIS:1,9.510,4.229,1.659,3.023,3.000,14.694,0.000,0.000,40.218,3.848,778.105,0,41.704
11,MAX_SURF4_WT_4_soma.tif:AIS background:1,9.510,3.632,0.911,3.011,3.000,8.597,0.000,0.000,34.543,3.259,668.312,0,41.704
