 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BCAP31-biotin_Mut2_5_GC.tif:growth cone:1,11.733,11.471,5.444,6,4,28,134.593,10,2604
2,MAX_BCAP31-biotin_Mut2_5_GC.tif:growth cone background:1,11.733,5.612,1.982,5,3,17,65.849,5,1274
