 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_BCAP31-biotin_WT_2_soma.tif:cell body:1,292.394,53.493,18.521,51.000,12.000,255.000,15640.994,52.000,302609.000,0.000
2,MAX_BCAP31-biotin_WT_2_soma.tif:nucleus:1,85.284,57.763,15.236,52.000,26.000,255.000,4926.250,56.000,95309.000,0.000
3,MAX_BCAP31-biotin_WT_2_soma.tif:cytoplasm:1,207.110,51.734,19.446,43.000,12.000,213.000,10714.744,50.000,207300.000,0.000
4,MAX_BCAP31-biotin_WT_2_soma.tif:dendrite 1:1,9.252,34.159,9.919,27.601,15.929,89.710,316.035,32.333,6114.378,40.499
5,MAX_BCAP31-biotin_WT_2_soma.tif:dendrite 1 background:1,9.252,14.898,13.664,7.756,5.200,150.634,137.838,11.792,2666.780,40.499
6,MAX_BCAP31-biotin_WT_2_soma.tif:dendrite 2:1,9.149,39.867,13.701,31.158,20.910,104.200,364.729,36.960,7056.472,40.117
7,MAX_BCAP31-biotin_WT_2_soma.tif:dendrite 2 background:1,9.149,12.814,16.975,5.732,4.331,106.800,117.227,7.909,2268.020,40.117
8,MAX_BCAP31-biotin_WT_2_soma.tif:dendrite 3:1,6.823,38.416,8.447,26.663,24.251,69.986,262.102,37.260,5070.938,29.919
9,MAX_BCAP31-biotin_WT_2_soma.tif:dendrite 3 background:1,6.823,8.979,6.652,5.143,3.600,41.205,61.264,6.199,1185.279,29.919
10,MAX_BCAP31-biotin_WT_2_soma.tif:AIS:1,8.787,30.317,23.774,15.135,8.732,121.776,266.390,21.390,5153.902,38.499
11,MAX_BCAP31-biotin_WT_2_soma.tif:AIS background:1,8.787,19.907,17.862,5.073,4.310,82.511,174.916,11.726,3384.127,38.499
