 ,Area,Mean,Min,Max,Length,file
1,0.310,53.827,22.119,115.283,2.648,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
2,0.207,101.936,56.852,145.325,1.809,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
3,0.155,102.581,58.504,157.508,1.325,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
4,0.323,110.719,48.421,226.414,2.742,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
5,0.194,77.040,32.628,157.352,1.700,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
6,0.310,99.382,44.908,250.840,2.651,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
7,0.065,94.009,55.655,153.979,0.494,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
8,0.039,82.293,50.135,122.487,0.331,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
9,0.039,49.446,26.809,69.799,0.234,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
10,0.052,122.473,104.356,147.978,0.425,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
11,0.258,91.554,32.554,153.605,2.212,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
12,0.155,119.317,80.543,177.212,1.261,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
13,0.116,58.691,30.930,116.302,0.991,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
14,0.026,50.547,37.699,63.395,0.182,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
15,0.116,55.690,26.160,92.207,1.019,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
16,0.478,53.006,31.419,83.656,4.174,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
17,0.181,63.497,35.138,121.701,1.511,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
18,0.116,110.562,73.660,160.436,1.003,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
19,0.207,82.859,47.252,156.805,1.812,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
20,0.181,118.568,50.469,193.586,1.521,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
21,0.220,57.702,25.361,152.733,1.861,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
22,0.220,59.017,20.432,141.374,1.874,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
23,0.168,87.070,20.276,186.616,1.424,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
24,0.310,84.730,48.450,125.059,2.642,0f69b6c3-ee8c-4085-9a5f-43f40cdd2f3c.tif
