 ,Area,Mean,Min,Max,Length,file
1,0.103,53.990,36.878,81.783,0.831,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
2,0.078,56.184,26.180,113.299,0.657,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
3,0.142,55.755,30.317,93.358,1.156,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
4,0.310,27.209,11.698,47.078,2.699,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
5,0.349,22.743,11.584,75.307,3.041,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
6,0.336,25.677,13.026,76.830,2.887,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
7,0.478,37.886,24.684,67.008,4.125,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
8,0.052,55.383,27.231,87.753,0.442,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
9,0.413,35.841,21.339,77.005,3.648,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
10,0.168,39.501,16.365,102.860,1.381,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
11,0.039,75.452,43.517,98.010,0.256,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
12,0.039,42.100,33.197,50.866,0.295,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
13,0.362,23.064,13.134,50.867,3.102,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
14,0.039,66.933,36.777,97.960,0.299,0e0367e3-65a3-4433-83b8-e5ebe34b1cb7.tif
