 ,Area,Mean,Min,Max,Length,file
1,0.297,21.503,5.278,62.295,2.565,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
2,0.930,12.892,6.790,56.544,8.192,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
3,0.052,28.185,19.990,35.360,0.453,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
4,0.039,31.460,20.167,42.744,0.331,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
5,0.246,41.997,7.247,99.957,2.063,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
6,0.052,31.331,20.780,38.534,0.453,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
7,0.078,25.281,9.598,43.647,0.572,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
8,0.065,39.888,19.769,51.808,0.494,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
9,0.052,15.286,11.343,19.849,0.419,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
10,0.052,30.324,11.141,54.444,0.361,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
11,0.078,17.117,8.862,34.375,0.605,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
12,0.116,12.401,8.069,23.786,0.949,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
13,0.620,11.430,6.710,26.031,5.394,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
14,0.052,21.117,15.172,29.124,0.350,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
15,0.026,53.387,42.266,64.509,0.210,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
16,0.620,16.168,5.994,57.750,5.475,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
17,0.103,23.416,12.344,50.235,0.850,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
18,0.078,14.619,6.020,25.722,0.570,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
19,0.078,19.940,9.674,39.464,0.570,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
20,0.116,19.685,7.393,34.541,0.988,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
21,0.039,25.185,18.202,31.601,0.276,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
22,0.039,32.633,17.046,49.188,0.301,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
23,0.142,16.411,7.526,29.492,1.222,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
24,0.129,43.382,11.683,68.150,1.034,e4234d5e-ab35-4b52-82b9-a9a767a3a341.tif
