 ,Area,Mean,Min,Max,Length,file
1,0.181,40.001,27.492,83.254,1.561,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
2,0.220,43.942,27.346,87.637,1.850,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
3,0.207,106.229,30.247,187.960,1.743,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
4,0.026,127.753,86.222,169.284,0.182,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
5,0.065,81.404,69.273,94.581,0.556,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
6,0.297,79.397,25.340,221.245,2.579,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
7,0.103,147.480,55.674,211.915,0.842,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
8,0.039,67.432,20.478,119.305,0.241,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
9,0.336,54.981,25.799,105.522,2.931,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
10,0.129,46.671,27.704,75.657,1.029,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
11,0.052,41.330,23.386,65.497,0.350,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
12,0.258,65.910,45.142,104.376,2.161,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
13,0.052,125.945,68.803,160.814,0.423,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
14,0.220,68.689,32.505,111.587,1.856,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
15,0.026,114.327,89.848,138.806,0.189,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
16,0.090,48.567,30.149,59.394,0.683,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
17,0.827,32.123,10.920,232.987,7.309,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
18,0.284,87.946,32.193,189.865,2.481,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
19,0.246,50.955,32.121,71.738,2.110,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
20,0.788,40.999,11.455,133.824,6.860,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
21,0.323,87.138,20.323,212.104,2.796,da25b18d-5ffe-4ff0-9a21-7f94dd7cf7fb.tif
