 ,Area,Mean,Min,Max,Length,file
1,0.413,128.587,34.270,250.812,3.636,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
2,0.879,57.871,31.194,178.155,7.672,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
3,0.698,77.595,26.941,193.702,6.136,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
4,0.336,71.762,36.881,113.151,2.957,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
5,0.155,48.858,27.798,74.008,1.319,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
6,0.103,82.156,40.522,127.749,0.889,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
7,0.039,99.690,54.352,147.759,0.272,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
8,0.388,65.892,31.094,152.544,3.338,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
9,0.246,66.830,37.600,153.521,2.175,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
10,0.052,118.322,67.116,162.656,0.351,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
11,0.246,118.705,78.305,184.072,2.066,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
12,1.085,56.619,24.697,194.341,9.594,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
13,0.246,69.985,35.058,142.474,2.060,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
14,0.155,58.152,39.228,109.785,1.358,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
15,0.090,92.791,40.881,174.088,0.724,68ca987b-243b-492a-bbb8-78ec323c3bba.tif
