 ,Area,Mean,Min,Max,Length,file
1,0.155,55.029,36.055,76.291,1.354,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
2,0.026,106.943,80.317,133.569,0.182,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
3,0.090,105.838,47.390,130.525,0.721,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
4,0.078,108.393,70.204,127.527,0.572,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
5,0.349,24.106,10.828,60.249,3.103,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
6,0.233,129.316,60.079,248.673,1.949,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
7,0.090,60.983,25.990,92.560,0.756,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
8,0.194,158.701,39.633,219.199,1.674,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
9,0.129,73.207,31.091,186.604,1.141,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
10,0.155,122.556,66.645,158.956,1.260,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
11,0.129,66.929,33.795,108.531,1.105,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
12,0.039,48.972,41.255,60.434,0.240,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
13,0.039,58.810,32.665,94.309,0.241,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
14,0.026,152.766,111.749,193.782,0.201,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
15,0.065,85.622,59.983,97.429,0.498,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
16,0.039,41.974,25.136,59.447,0.240,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
17,0.039,51.206,41.700,64.713,0.331,67bdf940-6df3-46ba-ad9c-44436bcb988e.tif
