 ,Area,Mean,Min,Max,Length,file
1,0.052,67.825,39.009,88.768,0.409,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
2,0.271,41.845,23.319,98.919,2.360,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
3,0.258,42.531,19.903,96.492,2.260,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
4,0.026,62.963,53.025,72.900,0.150,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
5,0.155,62.500,28.793,95.284,1.293,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
6,0.491,35.790,18.112,86.978,4.264,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
7,0.258,37.967,22.129,90.905,2.223,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
8,0.194,45.588,27.967,97.288,1.603,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
9,0.039,81.119,33.459,125.802,0.257,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
10,0.116,43.144,16.964,68.207,0.963,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
11,0.349,40.665,20.457,110.816,3.048,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
12,0.078,118.989,40.408,178.844,0.657,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
13,0.065,51.250,20.367,72.360,0.460,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
14,0.297,56.182,12.964,183.950,2.512,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
15,0.258,37.008,11.307,88.596,2.203,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
16,0.052,85.749,48.397,113.277,0.372,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
17,0.233,43.210,18.840,85.169,1.993,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
18,0.065,95.053,45.312,120.891,0.475,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
19,0.426,47.676,16.756,101.371,3.792,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
20,0.168,85.582,22.984,153.208,1.432,775358ce-b408-453a-bf3d-e29092fdf7b7.tif
