 ,Area,Mean,Min,Max,Length,file
1,0.052,163.972,103.122,196.380,0.420,c114896d-b823-4c89-9823-bfb0c0baed05.tif
2,0.349,74.783,46.001,193.927,3.007,c114896d-b823-4c89-9823-bfb0c0baed05.tif
3,0.065,133.629,35.959,207.864,0.465,c114896d-b823-4c89-9823-bfb0c0baed05.tif
4,0.090,141.268,50.528,200.012,0.699,c114896d-b823-4c89-9823-bfb0c0baed05.tif
5,0.698,77.698,34.851,175.361,6.082,c114896d-b823-4c89-9823-bfb0c0baed05.tif
6,0.181,74.026,31.636,117.886,1.544,c114896d-b823-4c89-9823-bfb0c0baed05.tif
7,0.026,60.681,43.136,78.226,0.153,c114896d-b823-4c89-9823-bfb0c0baed05.tif
8,0.052,83.203,43.228,133.556,0.417,c114896d-b823-4c89-9823-bfb0c0baed05.tif
9,0.039,124.476,83.572,163.424,0.269,c114896d-b823-4c89-9823-bfb0c0baed05.tif
10,0.052,94.411,52.930,123.595,0.394,c114896d-b823-4c89-9823-bfb0c0baed05.tif
11,0.026,130.319,101.094,159.545,0.212,c114896d-b823-4c89-9823-bfb0c0baed05.tif
12,0.362,78.037,43.482,165.591,3.101,c114896d-b823-4c89-9823-bfb0c0baed05.tif
13,0.194,77.424,48.268,146.245,1.601,c114896d-b823-4c89-9823-bfb0c0baed05.tif
14,0.258,113.554,29.360,225.346,2.176,c114896d-b823-4c89-9823-bfb0c0baed05.tif
15,0.233,59.356,31.346,110.327,1.936,c114896d-b823-4c89-9823-bfb0c0baed05.tif
16,0.336,91.657,35.150,170.598,2.872,c114896d-b823-4c89-9823-bfb0c0baed05.tif
17,0.065,129.231,86.658,172.241,0.552,c114896d-b823-4c89-9823-bfb0c0baed05.tif
18,0.194,108.896,72.676,155.085,1.635,c114896d-b823-4c89-9823-bfb0c0baed05.tif
19,0.194,112.274,50.092,181.395,1.602,c114896d-b823-4c89-9823-bfb0c0baed05.tif
20,0.607,56.712,26.116,120.702,5.259,c114896d-b823-4c89-9823-bfb0c0baed05.tif
