 ,Area,Mean,Min,Max,Length,file
1,0.310,56.597,28.544,100.199,2.672,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
2,0.233,66.594,35.310,135.785,2.052,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
3,0.078,65.066,47.651,95.299,0.662,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
4,0.039,67.302,50.352,85.369,0.319,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
5,0.246,100.683,75.009,137.781,2.133,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
6,0.246,74.122,25.089,192.086,2.074,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
7,0.194,79.609,37.672,104.579,1.667,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
8,0.078,66.533,31.609,89.667,0.672,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
9,0.090,52.565,31.873,67.500,0.699,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
10,0.090,129.436,109.969,149.860,0.780,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
11,0.129,62.478,27.082,92.317,1.108,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
12,0.090,98.815,44.213,144.056,0.723,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
13,0.116,115.834,70.638,187.931,1.000,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
14,0.039,106.633,73.754,136.027,0.277,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
15,0.065,97.583,44.015,142.003,0.517,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
16,0.556,61.625,17.383,196.639,4.846,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
17,0.220,68.434,27.837,98.614,1.841,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
18,0.181,115.493,81.293,194.686,1.510,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
19,0.103,73.803,60.449,129.266,0.906,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
20,0.362,44.894,19.466,85.421,3.107,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
21,0.090,68.302,27.900,112.039,0.780,aa9b9bdb-9663-4b0b-8a91-187ab1acf7eb.tif
