 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BCAP31-biotin_WT_1_GC.tif:growth cone:1,3.360,26.862,9.849,22,10,55,90.246,26,1746
2,MAX_BCAP31-biotin_WT_1_GC.tif:growth cone background:1,3.360,20.754,9.784,12,7,47,69.726,19,1349
