 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_WT_2_GC.tif:growth cone:1,4.910,26.684,13.512,18,9,75,131.027,23,2535
2,MAX_ERGIC53_WT_2_GC.tif:growth cone background:1,4.910,12.432,4.712,9,5,35,61.043,12,1181
