 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SLC38A1_WT_4_GC.tif:growth cone:1,8.373,72.574,23.019,59,30,154,607.686,69,11757
2,MAX_SLC38A1_WT_4_GC.tif:growth cone background:1,8.373,30.512,16.610,15,10,89,255.490,27,4943
