 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_SURF4_GFP_1_soma.tif:cell body:1,289.758,12.258,8.259,15.000,3.000,207.000,3551.889,12.000,68719.000,0.000
2,MAX_SURF4_GFP_1_soma.tif:nucleus:1,134.800,15.034,9.720,15.000,6.000,207.000,2026.601,14.000,39209.000,0.000
3,MAX_SURF4_GFP_1_soma.tif:cytoplasm:1,154.958,9.843,5.730,6.000,3.000,147.000,1525.288,8.000,29510.000,0.000
4,MAX_SURF4_GFP_1_soma.tif:dendrite 1:1,10.027,10.058,2.605,9.006,6.264,16.980,100.851,9.100,1951.183,44.051
5,MAX_SURF4_GFP_1_soma.tif:dendrite 1 background:1,10.027,5.219,1.635,3.977,3.347,15.294,52.331,4.869,1012.459,44.051
6,MAX_SURF4_GFP_1_soma.tif:dendrite 2:1,9.407,8.379,1.620,7.888,4.652,16.078,78.818,8.183,1524.900,41.203
7,MAX_SURF4_GFP_1_soma.tif:dendrite 2 background:1,9.407,5.868,8.629,3.168,3.000,88.763,55.205,4.721,1068.059,41.203
8,MAX_SURF4_GFP_1_soma.tif:dendrite 3:1,10.182,7.354,1.733,5.990,4.374,15.408,74.881,7.060,1448.733,44.704
9,MAX_SURF4_GFP_1_soma.tif:dendrite 3 background:1,10.182,5.151,3.549,4.033,3.000,30.842,52.447,4.077,1014.698,44.704
10,MAX_SURF4_GFP_1_soma.tif:AIS:1,12.043,7.902,3.059,5.973,4.000,19.076,95.162,7.002,1841.125,52.930
11,MAX_SURF4_GFP_1_soma.tif:AIS background:1,12.043,5.468,2.327,3.993,3.000,13.817,65.848,4.641,1273.967,52.930
