 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SURF4_WT_3_GC.tif:growth cone:1,4.342,7.274,6.348,6,4,56,31.581,6,611
2,MAX_SURF4_WT_3_GC.tif:growth cone background:1,4.342,6.298,1.987,5,4,15,27.342,6,529
