 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SURF4_WT_6_GC.tif:growth cone:1,5.117,8.758,3.239,7,4,19,44.813,8,867.000
2,MAX_SURF4_WT_6_GC.tif:growth cone background:1,5.117,4.919,1.353,4,3,9,25.172,5,487.000
