 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_SLC38A1_WT_4_soma.tif:cell body:1,175.581,138.256,28.895,128.000,30.000,230.000,24275.176,138.000,469656.000,0.000
2,MAX_SLC38A1_WT_4_soma.tif:nucleus:1,68.796,137.144,17.842,128.000,77.000,198.000,9434.919,135.000,182539.000,0.000
3,MAX_SLC38A1_WT_4_soma.tif:cytoplasm:1,106.786,138.972,34.157,165.000,30.000,230.000,14840.257,142.000,287117.000,0.000
4,MAX_SLC38A1_WT_4_soma.tif:dendrite 1:1,9.976,81.509,19.002,67.029,47.714,138.439,813.106,78.818,15731.307,43.818
5,MAX_SLC38A1_WT_4_soma.tif:dendrite 1 background:1,9.976,51.389,17.097,51.366,13.341,100.646,512.641,52.324,9918.151,43.818
6,MAX_SLC38A1_WT_4_soma.tif:dendrite 2:1,9.200,114.841,26.594,101.046,42.886,188.144,1056.572,115.629,20441.675,40.457
7,MAX_SLC38A1_WT_4_soma.tif:dendrite 2 background:1,9.200,74.697,35.774,28.213,26.926,158.652,687.232,63.954,13295.992,40.457
8,MAX_SLC38A1_WT_4_soma.tif:dendrite 3:1,7.495,111.256,17.308,118.870,63.474,160.274,833.822,112.551,16132.097,32.781
9,MAX_SLC38A1_WT_4_soma.tif:dendrite 3 background:1,7.495,87.242,26.909,68.805,47.285,152.220,653.844,81.354,12650.025,32.781
10,MAX_SLC38A1_WT_4_soma.tif:AIS:1,8.373,65.918,19.764,56.749,31.151,128.232,551.952,62.016,10678.711,36.786
11,MAX_SLC38A1_WT_4_soma.tif:AIS background:1,8.373,57.239,18.170,39.188,22.489,99.516,479.278,57.274,9272.665,36.786
