 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_GFP_1_GC.tif:growth cone:1,5.169,11.110,4.470,8,5,31,57.424,10,1111
2,MAX_ERGIC53_GFP_1_GC.tif:growth cone background:1,5.169,5.680,1.814,5,4,13,29.358,5,568
