 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SLC38A1_Mut2_4_GC.tif:growth cone:1,5.324,58.272,11.630,54,32,99,310.226,57,6002
2,MAX_SLC38A1_Mut2_4_GC.tif:growth cone background:1,5.324,51.447,17.235,39,19,112,273.890,49,5299
