 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_b318c46d-6bf0-46c7-ac2c-bbeef253bfe5.tif:growth cone:1,117.071,94.225,11.372,86.146,81,166,11031.070,91,213420
2,SUM_b318c46d-6bf0-46c7-ac2c-bbeef253bfe5.tif:growth cone background:1,117.071,81.958,1.427,81.035,81,99,9594.994,81,185636
