 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_9f234c31-0e48-4f21-8f3d-cbaa58dc5d86.tif:growth cone:1,89.574,113.110,19.748,98.725,87,294,10131.662,109,196019
2,SUM_9f234c31-0e48-4f21-8f3d-cbaa58dc5d86.tif:growth cone background:1,89.574,87.983,1.669,87.037,87,106,7880.945,87,152474
