 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_34798293-0837-49d1-b28d-28bf1d582f3f.tif:growth cone:1,57.683,151.197,63.186,102.062,84,628,8721.481,130,168736
2,SUM_34798293-0837-49d1-b28d-28bf1d582f3f.tif:growth cone background:1,57.683,85.573,4.698,84.113,84,142,4936.122,84,95500
