 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_1dbb8df1-0edc-4efa-9fb3-d6ace490f01d.tif:growth cone:1,30.289,122.321,26.998,105.381,81,300,3704.934,118,71680
2,SUM_1dbb8df1-0edc-4efa-9fb3-d6ace490f01d.tif:growth cone background:1,30.289,82.362,1.775,81.025,81,94,2494.628,82,48264
