 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:cell body:1,235.900,395.017,316.360,141.459,126.000,1709.000,0.000,0.000,93184.473,244.000,1802856.000,0,0.000
2,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:nucleus:1,51.015,869.056,263.624,766.453,277.000,1709.000,0.000,0.000,44335.059,817.000,857758.000,0,0.000
3,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:cytoplasm:1,184.885,264.215,171.491,137.836,126.000,1338.000,0.000,0.000,48849.414,192.000,945098.000,0,0.000
4,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:dendrite 1:1,1.240,139.813,10.342,127.511,127.445,160.792,0.000,0.000,173.437,141.197,3355.519,0,5.272
5,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:dendrite 1 background:1,1.240,127.469,1.168,126.222,126.213,130.993,0.000,0.000,158.125,127.276,3059.265,0,5.272
6,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:dendrite 2:1,0.000,135.000,0.000,135.000,135.000,135.000,57.974,51.835,6.978,135.000,135.000,1,0.000
7,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:dendrite 2 background:1,0.000,126.000,0.000,126.000,126.000,126.000,60.247,54.109,6.513,126.000,126.000,1,0.000
8,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:dendrite 3:1,0.000,135.000,0.000,135.000,135.000,135.000,57.974,51.835,6.978,135.000,135.000,1,0.000
9,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:dendrite 3 background:1,0.000,126.000,0.000,126.000,126.000,126.000,60.247,54.109,6.513,126.000,126.000,1,0.000
10,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:AIS:1,5.375,224.777,30.022,176.723,161.015,292.863,0.000,0.000,1208.282,225.402,23376.840,0,23.608
11,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:AIS background:1,5.375,127.623,1.680,126.018,126.000,135.006,0.000,0.000,686.031,127.161,13272.753,0,23.608
12,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:axon:1,39.644,187.384,36.579,181.479,127.332,438.830,0.000,0.000,7428.642,180.970,143723.211,0,174.271
13,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:axon background:1,39.644,130.002,11.368,126.900,126.000,279.530,0.000,0.000,5153.818,127.860,99711.794,0,174.271
14,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:growth cone:1,17.574,152.724,23.633,129.818,126.000,241.000,0.000,0.000,2683.907,145.000,51926.000,0,0.000
15,SUM_1989a6b6-29e2-4e95-bc91-283c158ee4c0.tif:growth cone background:1,17.574,127.756,2.249,126.039,126.000,146.000,0.000,0.000,2245.134,127.000,43437.000,0,0.000
