 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_clof_3_BOTH.tif:cell body:1,302.577,43.149,34.716,10.000,4.000,255.000,0.000,0.000,13055.965,29.000,252596.000,0,0.000
2,MAX_clof_3_BOTH.tif:nucleus:1,56.908,94.482,21.697,90.000,24.000,208.000,0.000,0.000,5376.755,90.000,104025.000,0,0.000
3,MAX_clof_3_BOTH.tif:cytoplasm:1,245.669,31.258,24.970,10.000,4.000,255.000,0.000,0.000,7679.210,22.000,148571.000,0,0.000
4,MAX_clof_3_BOTH.tif:dendrite 1:1,2.378,15.093,3.666,11.383,7.917,23.349,0.000,0.000,35.885,15.149,694.282,0,10.457
5,MAX_clof_3_BOTH.tif:dendrite 1 background:1,2.378,4.680,0.869,3.992,3.476,7.811,0.000,0.000,11.128,4.496,215.292,0,10.457
6,MAX_clof_3_BOTH.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,70.023,74.798,0.258,5.000,5.000,1,0.000
7,MAX_clof_3_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,72.297,77.071,0.207,4.000,4.000,1,0.000
8,MAX_clof_3_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,58.883,83.209,0.207,4.000,4.000,1,0.000
9,MAX_clof_3_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,61.157,85.483,0.207,4.000,4.000,1,0.000
10,MAX_clof_3_BOTH.tif:AIS:1,4.807,27.565,8.884,20.458,10.222,52.148,0.000,0.000,132.504,27.443,2563.586,0,21.146
11,MAX_clof_3_BOTH.tif:AIS background:1,4.807,4.843,2.488,5.014,3.125,25.616,0.000,0.000,23.278,4.452,450.373,0,21.146
12,MAX_clof_3_BOTH.tif:axon:1,16.075,28.620,9.628,21.540,7.955,58.727,0.000,0.000,460.058,27.684,8900.818,0,70.720
13,MAX_clof_3_BOTH.tif:axon background:1,16.075,5.278,3.528,4.034,3.000,34.141,0.000,0.000,84.841,4.336,1641.437,0,70.720
14,MAX_clof_3_BOTH.tif:growth cone:1,48.896,13.294,8.801,7.000,4.000,60.000,0.000,0.000,650.017,10.000,12576.000,0,0.000
15,MAX_clof_3_BOTH.tif:growth cone background:1,48.999,4.412,1.395,4.000,3.000,23.000,0.000,0.000,216.207,4.000,4183.000,0,0.000
