 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BFA_6_BOTH.tif:cell body:1,236.365,54.609,36.481,14.000,4.000,219.000,0.000,0.000,12907.726,46.000,249728.000,0,0.000
2,MAX_BFA_6_BOTH.tif:nucleus:1,69.002,98.361,17.289,98.000,62.000,219.000,0.000,0.000,6787.142,97.000,131312.000,0,0.000
3,MAX_BFA_6_BOTH.tif:cytoplasm:1,167.363,36.571,25.329,14.000,4.000,182.000,0.000,0.000,6120.585,30.000,118416.000,0,0.000
4,MAX_BFA_6_BOTH.tif:dendrite 1:1,3.721,9.609,4.733,5.019,3.873,27.346,0.000,0.000,35.760,7.954,691.847,0,16.164
5,MAX_BFA_6_BOTH.tif:dendrite 1 background:1,3.721,4.723,0.930,4.122,3.052,8.174,0.000,0.000,17.575,4.597,340.026,0,16.164
6,MAX_BFA_6_BOTH.tif:dendrite 2:1,0.000,4.000,0.000,4.000,4.000,4.000,80.254,52.745,0.207,4.000,4.000,1,0.000
7,MAX_BFA_6_BOTH.tif:dendrite 2 background:1,0.000,3.000,0.000,3.000,3.000,3.000,82.527,55.018,0.155,3.000,3.000,1,0.000
8,MAX_BFA_6_BOTH.tif:dendrite 3:1,0.000,4.000,0.000,4.000,4.000,4.000,80.254,52.745,0.207,4.000,4.000,1,0.000
9,MAX_BFA_6_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,82.527,55.018,0.155,3.000,3.000,1,0.000
10,MAX_BFA_6_BOTH.tif:AIS:1,7.546,14.197,5.550,14.034,6.140,43.217,0.000,0.000,107.136,13.670,2072.776,0,33.050
11,MAX_BFA_6_BOTH.tif:AIS background:1,7.546,4.941,1.860,3.995,3.000,13.398,0.000,0.000,37.288,4.322,721.409,0,33.050
12,MAX_BFA_6_BOTH.tif:axon:1,34.682,14.727,5.086,11.227,5.856,38.210,0.000,0.000,510.769,13.825,9881.928,0,152.556
13,MAX_BFA_6_BOTH.tif:axon background:1,34.682,5.535,2.663,3.990,3.000,23.280,0.000,0.000,191.963,4.701,3713.939,0,152.556
14,MAX_BFA_6_BOTH.tif:growth cone:1,75.928,7.394,2.917,5.000,3.000,38.000,0.000,0.000,561.426,7.000,10862.000,0,0.000
15,MAX_BFA_6_BOTH.tif:growth cone background:1,75.980,4.151,1.166,4.000,3.000,17.000,0.000,0.000,315.395,4.000,6102.000,0,0.000
