 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BFA_3_BOTH.tif:cell body:1,213.520,58.916,57.808,7.000,4.000,233.000,0.000,0.000,12579.720,27.000,243382.000,0,0.000
2,MAX_BFA_3_BOTH.tif:nucleus:1,56.132,134.795,30.515,118.000,48.000,233.000,0.000,0.000,7566.326,130.000,146387.000,0,0.000
3,MAX_BFA_3_BOTH.tif:cytoplasm:1,157.387,31.854,37.621,7.000,4.000,206.000,0.000,0.000,5013.394,14.000,96995.000,0,0.000
4,MAX_BFA_3_BOTH.tif:dendrite 1:1,1.034,10.539,2.721,13.495,6.500,16.000,0.000,0.000,10.895,9.750,210.788,0,4.405
5,MAX_BFA_3_BOTH.tif:dendrite 1 background:1,1.034,5.884,1.944,4.310,3.728,11.000,0.000,0.000,6.083,5.047,117.688,0,4.405
6,MAX_BFA_3_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,99.010,98.896,0.155,3.000,3.000,1,0.000
7,MAX_BFA_3_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,101.284,101.170,0.207,4.000,4.000,1,0.000
8,MAX_BFA_3_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,99.010,98.896,0.155,3.000,3.000,1,0.000
9,MAX_BFA_3_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,101.284,101.170,0.207,4.000,4.000,1,0.000
10,MAX_BFA_3_BOTH.tif:AIS:1,7.805,37.167,20.260,20.657,10.211,95.104,0.000,0.000,290.083,29.607,5612.282,0,34.293
11,MAX_BFA_3_BOTH.tif:AIS background:1,7.805,4.403,0.699,4.001,3.125,7.096,0.000,0.000,34.366,4.440,664.879,0,34.293
12,MAX_BFA_3_BOTH.tif:axon:1,27.963,24.616,16.014,18.198,6.554,104.293,0.000,0.000,688.342,19.868,13317.469,0,122.854
13,MAX_BFA_3_BOTH.tif:axon background:1,27.963,4.748,2.283,4.007,3.000,23.626,0.000,0.000,132.775,4.199,2568.815,0,122.854
14,MAX_BFA_3_BOTH.tif:growth cone:1,54.788,10.053,6.272,6.000,3.000,64.000,0.000,0.000,550.778,8.000,10656.000,0,0.000
15,MAX_BFA_3_BOTH.tif:growth cone background:1,54.788,4.363,1.376,4.000,3.000,19.000,0.000,0.000,239.053,4.000,4625.000,0,0.000
