 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BFA_5_GC.tif:growth cone:1,117.588,10.397,5.950,6,3,68,1222.608,9,23654
2,MAX_BFA_5_GC.tif:growth cone background:1,117.588,4.228,1.273,4,3,24,497.179,4,9619
