 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_DMSO-for-clof_2_BOTH.tif:cell body:1,284.124,35.962,20.718,10.000,4.000,174.000,10217.721,35.000,197684.000,0.000
2,MAX_DMSO-for-clof_2_BOTH.tif:nucleus:1,65.126,52.821,13.797,49.000,24.000,126.000,3439.986,50.000,66554.000,0.000
3,MAX_DMSO-for-clof_2_BOTH.tif:cytoplasm:1,218.998,30.949,19.765,10.000,4.000,174.000,6777.735,27.000,131130.000,0.000
4,MAX_DMSO-for-clof_2_BOTH.tif:dendrite 1:1,2.739,8.155,2.389,7.507,4.862,14.603,22.341,7.524,432.231,11.894
5,MAX_DMSO-for-clof_2_BOTH.tif:dendrite 1 background:1,2.739,4.397,1.061,4.006,3.002,7.549,12.045,4.030,233.043,11.894
6,MAX_DMSO-for-clof_2_BOTH.tif:dendrite 2:1,2.223,6.637,2.500,5.109,4.000,18.560,14.752,6.136,285.411,9.618
7,MAX_DMSO-for-clof_2_BOTH.tif:dendrite 2 background:1,2.223,4.829,2.608,3.034,3.008,16.485,10.732,4.008,207.637,9.618
8,MAX_DMSO-for-clof_2_BOTH.tif:dendrite 3:1,2.171,7.753,2.519,5.395,4.337,15.864,16.831,7.093,325.638,9.398
9,MAX_DMSO-for-clof_2_BOTH.tif:dendrite 3 background:1,2.171,4.872,0.928,4.231,3.105,7.949,10.577,4.697,204.643,9.398
10,MAX_DMSO-for-clof_2_BOTH.tif:AIS:1,5.272,24.820,6.967,18.555,12.603,46.096,130.851,23.609,2531.598,23.033
11,MAX_DMSO-for-clof_2_BOTH.tif:AIS background:1,5.272,7.092,4.652,4.968,3.000,27.572,37.391,5.073,723.414,23.033
12,MAX_DMSO-for-clof_2_BOTH.tif:axon:1,17.832,21.389,7.318,20.163,7.715,80.968,381.412,20.570,7379.237,78.369
13,MAX_DMSO-for-clof_2_BOTH.tif:axon background:1,17.832,5.307,2.229,4.320,3.017,17.842,94.631,4.587,1830.835,78.369
14,MAX_DMSO-for-clof_2_BOTH.tif:growth cone:1,61.921,9.395,5.993,5.000,3.000,58.000,581.739,7.000,11255.000,0.000
15,MAX_DMSO-for-clof_2_BOTH.tif:growth cone background:1,61.921,4.368,1.394,4.000,3.000,27.000,270.479,4.000,5233.000,0.000
