 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_clof_6_GC.tif:growth cone:1,65.126,18.618,17.138,5,3,122,1212.529,11,23459
2,MAX_clof_6_GC.tif:growth cone background:1,65.126,4.083,1.367,4,3,26,265.879,4,5144
