 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_WT-BCAP31-biotin_4_GC.tif:growth cone:1,2.481,11.021,3.845,6,5,21,27.342,11,529
2,MAX_WT-BCAP31-biotin_4_GC.tif:growth cone background:1,2.481,7.875,2.965,8,3,18,19.538,8,378
