 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_GFP-SURF4_8_soma.tif:cell body:1,254.456,14.787,6.188,13.000,1.000,78.000,3762.617,14.000,72796.000,0.000
2,MAX_GFP-SURF4_8_soma.tif:nucleus:1,86.628,15.162,4.324,14.000,8.000,78.000,1313.474,14.000,25412.000,0.000
3,MAX_GFP-SURF4_8_soma.tif:cytoplasm:1,167.828,14.593,6.950,13.000,1.000,43.000,2449.144,14.000,47384.000,0.000
4,MAX_GFP-SURF4_8_soma.tif:dendrite 1:1,8.425,4.393,1.553,2.999,1.261,9.000,37.015,4.128,716.135,37.008
5,MAX_GFP-SURF4_8_soma.tif:dendrite 1 background:1,8.425,2.572,2.341,1.018,0.000,14.089,21.672,1.925,419.289,37.008
6,MAX_GFP-SURF4_8_soma.tif:dendrite 2:1,7.701,2.872,1.144,1.999,1.049,7.364,22.119,2.751,427.933,33.708
7,MAX_GFP-SURF4_8_soma.tif:dendrite 2 background:1,7.701,1.623,1.602,1.014,0.000,10.592,12.497,1.192,241.778,33.708
8,MAX_GFP-SURF4_8_soma.tif:dendrite 3:1,6.513,4.317,1.676,4.813,1.000,9.834,28.115,4.121,543.939,28.463
9,MAX_GFP-SURF4_8_soma.tif:dendrite 3 background:1,6.513,2.102,1.454,0.994,0.000,8.933,13.686,1.896,264.789,28.443
10,MAX_GFP-SURF4_8_soma.tif:AIS:1,9.304,5.082,1.919,4.025,1.599,11.865,47.282,4.750,914.773,40.825
11,MAX_GFP-SURF4_8_soma.tif:AIS background:1,9.304,2.794,1.856,0.993,0.089,12.600,25.998,2.392,502.980,40.825
