 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_GFP-SURF4_7_GC.tif:growth cone:1,15.920,4.620,2.668,3,1,16,73.551,4,1423
2,MAX_GFP-SURF4_7_GC.tif:growth cone background:1,15.920,1.708,1.616,1,0,10,27.187,1,526
