 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_GFP-BCAP31-biotin_2_GC.tif:growth cone:1,7.236,12.014,8.208,6,3,52,86.938,9,1682
2,MAX_GFP-BCAP31-biotin_2_GC.tif:growth cone background:1,7.236,9.443,7.868,7,1,66,68.330,7,1322
