 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_WT-SURF4_4_GC.tif:growth cone:1,3.825,1.095,0.982,1,0,3,4.187,1,81
2,MAX_WT-SURF4_4_GC.tif:growth cone background:1,3.825,0.068,0.253,0,0,1,0.258,0,5
