 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_Mut2-ERGIC53_3_GC.tif:growth cone:1,1.034,24.250,5.684,19,15,36,25.068,25,485
2,MAX_Mut2-ERGIC53_3_GC.tif:growth cone background:1,1.034,7.250,3.007,7,3,14,7.495,7,145
