 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_GFP-ERGIC53_3_GC.tif:growth cone:1,13.645,38.580,15.790,36,13,115,526.434,36,10185
2,MAX_GFP-ERGIC53_3_GC.tif:growth cone background:1,13.645,28.742,19.619,18,8,208,392.202,24,7588
