 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_Mut2-SURF4_1_GC.tif:growth cone:1,4.497,2.092,1.567,1,0,8,9.407,2,182.000
2,MAX_Mut2-SURF4_1_GC.tif:growth cone background:1,4.497,0.690,0.853,0,0,3,3.101,0,60.000
