 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_WT-SURF4_1_soma.tif:cell body:1,188.451,12.670,4.914,8.000,1.000,39.000,2387.584,13.000,46193.000,0.000
2,MAX_WT-SURF4_1_soma.tif:nucleus:1,76.239,11.957,4.100,8.000,2.000,39.000,911.554,11.000,17636.000,0.000
3,MAX_WT-SURF4_1_soma.tif:cytoplasm:1,112.213,13.154,5.345,15.000,1.000,29.000,1476.030,13.000,28557.000,0.000
4,MAX_WT-SURF4_1_soma.tif:dendrite 1:1,7.133,5.643,1.633,4.547,3.194,11.961,40.247,5.348,778.669,31.376
5,MAX_WT-SURF4_1_soma.tif:dendrite 1 background:1,7.133,3.146,3.521,0.029,0.000,15.000,22.436,1.904,434.081,31.376
6,MAX_WT-SURF4_1_soma.tif:dendrite 2:1,5.169,3.216,1.059,4.000,1.016,6.231,16.620,3.138,321.558,22.652
7,MAX_WT-SURF4_1_soma.tif:dendrite 2 background:1,5.169,0.706,0.533,0.004,0.000,1.962,3.651,0.813,70.630,22.652
8,MAX_WT-SURF4_1_soma.tif:dendrite 3:1,5.375,4.581,7.713,2.925,1.028,58.152,24.627,3.200,476.458,23.540
9,MAX_WT-SURF4_1_soma.tif:dendrite 3 background:1,5.375,1.955,1.338,1.007,0.108,7.412,10.511,1.565,203.364,23.540
10,MAX_WT-SURF4_1_soma.tif:AIS:1,6.202,3.389,1.672,2.991,1.000,8.783,21.020,3.000,406.678,27.153
11,MAX_WT-SURF4_1_soma.tif:AIS background:1,6.202,2.388,2.421,1.011,0.000,12.040,14.813,1.399,286.584,27.153
