 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_Mut2-SURF4_2_GC.tif:growth cone:1,6.874,3.113,1.735,2,1,11,21.398,3,414
2,MAX_Mut2-SURF4_2_GC.tif:growth cone background:1,6.874,1.271,1.067,1,0,5,8.735,1,169
