 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_Mut2-ERGIC53_1_GC.tif:growth cone:1,11.113,19.902,9.495,21,4,61,221.169,20,4279
2,MAX_Mut2-ERGIC53_1_GC.tif:growth cone background:1,11.113,7.084,6.839,2,1,53,78.720,5,1523
