 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_GFP-ERGIC53_1_GC.tif:growth cone:1,5.686,24.109,16.296,9,4,97,137.074,21,2652
2,MAX_GFP-ERGIC53_1_GC.tif:growth cone background:1,5.686,8.427,7.530,2,1,43,47.914,6,927
